Guide	Gene	c1	c2	c3	t1	t2	t3	t4
Mkks_+_136891139.23-P1P2	Mkks	14974	4634	3671	13899	7413	2147	1563
Prdx4_-_155338436.23-P1P2	Prdx4	11651	3523	2820	12193	6842	1676	1133
Ppic_-_53417982.23-P1P2	Ppic	10755	3523	2753	9166	4896	1416	1100
non-targeting_01074	non-targeting	6697	2270	1583	6377	3550	906	580
Lonp1_-_56626536.23-P1P2	Lonp1	18073	5561	4311	15279	9289	2269	1549
Tmtc3_+_100487052.23-P1P2	Tmtc3	18994	5569	4237	17015	8870	2552	1937
Erp29_-_121452299.23-P1P2	Erp29	24298	8355	6251	20613	10493	3325	2289
Nudcd1_-_44427851.23-P1P2	Nudcd1	2026	604	461	1803	978	358	225
non-targeting_00849	non-targeting	12619	4007	3075	11012	6084	1617	1277
non-targeting_01078	non-targeting	7096	2100	1652	6905	3530	912	588
Irs4_+_141725159.23-P1P2	Irs4	178	66	41	110	86	50	10
Erp27_-_136922098.23-P1P2	Erp27	12374	4111	3158	11957	6267	1646	1177
non-targeting_00275	non-targeting	9614	3451	2493	7794	4397	1204	916
Prdx4_-_155338462.23-P1P2	Prdx4	11956	3746	2990	10573	5976	1760	1118
non-targeting_01617	non-targeting	1309	386	321	1279	773	187	160
Fkbpl_+_34644924.23-P1P2	Fkbpl	14835	5063	3976	13237	7221	2005	1694
Txn2_+_77928965.23-P1	Txn2	9088	2583	2007	9020	5033	1084	722
Phb2_-_124713151.23-P1P2	Phb2	5834	2040	1534	5611	2640	798	537
Mlf2_-_124931413.23-P1P2	Mlf2	6040	1885	1401	5398	3069	859	582
Pfdn5_-_102326155.23-P1P2	Pfdn5	10767	3374	2515	8830	4911	1380	1047
St13_-_81399623.23-P1P2	St13	15258	4937	3704	14798	7132	2266	1518
Rapsn_-_91035657.23-P1P2	Rapsn	7931	2751	2060	7415	4231	1308	960
Plod1_+_147936403.23-P1P2	Plod1	19780	6101	4674	16722	9719	2593	1873
Dnajc5b_-_19508621.23-P1P2	Dnajc5b	10183	3989	3069	9054	5608	1523	1043
Pdia2_-_26197012.23-P2	Pdia2	12103	4105	3013	11715	6981	1818	1301
Dnajc3_+_118937963.23-P1P2	Dnajc3	11493	3281	2506	10858	6344	1510	1023
non-targeting_01347	non-targeting	4029	1233	904	3797	2237	514	342
Sh3tc2_+_61953056.23-P1P2	Sh3tc2	8688	2393	1739	7885	3821	986	633
non-targeting_00004	non-targeting	13002	4000	3012	10628	6558	1509	1031
Fkbp1b_+_4841536.23-P1P2	Fkbp1b	13420	4177	3243	11942	6498	1836	1464
Hsf4_-_105269837.23-P1P2	Hsf4	9825	3216	2561	8893	5231	1416	1009
Dnajc17_-_119208824.23-P1P2	Dnajc17	19188	6033	4503	16247	9479	2603	1759
Txn1_+_57956016.23-P1P2	Txn1	15316	4385	3326	13706	8336	1634	1238
non-targeting_00825	non-targeting	14623	4285	3084	12365	6888	1990	1308
non-targeting_01603	non-targeting	8830	3176	2382	7962	4865	1189	880
Dnajc16_-_141790681.23-P1P2	Dnajc16	5631	1901	1365	5861	3497	729	564
non-targeting_00560	non-targeting	12825	3437	2605	11357	6594	1442	1039
Pdia4_+_47813337.23-P1P2	Pdia4	16505	5036	3800	15571	9191	2306	1601
non-targeting_00292	non-targeting	13534	3579	2736	11610	7244	1531	976
Ttc33_-_5185798.23-P1P2	Ttc33	15964	5188	3768	14485	7748	2423	1748
Hscb_+_110839736.23-P1P2	Hscb	10185	3334	2661	8647	4607	1403	943
Ppwd1_-_104228793.23-P1P2	Ppwd1	2718	893	659	2744	1477	412	300
Ppwd1_+_104228797.23-P1P2	Ppwd1	6498	2289	1766	5504	3612	1011	702
Ttc21a_-_119937667.23-P1P2	Ttc21a	21070	6349	4819	19261	11195	2884	1948
Tanc1_-_59612094.23-P1P2	Tanc1	13853	3325	2479	13132	6543	1419	1013
Vbp1_-_75514406.23-P1P2	Vbp1	12976	3074	2248	9579	5821	1240	881
non-targeting_01361	non-targeting	14426	4572	3525	12089	7421	1817	1463
Ttc17_-_94404788.23-P2	Ttc17	10881	3477	2905	10933	5525	1534	1157
Dnajc17_-_119208612.23-P1P2	Dnajc17	743	228	186	703	298	127	79
Nktr_+_121719443.23-P1P2	Nktr	18750	4424	3246	16649	8734	2168	1562
Ppie_+_123139928.23-P1P2	Ppie	14315	4430	3494	13030	7275	1935	1381
Ppp5c_+_17027611.23-P1P2	Ppp5c	11547	3447	2604	10357	6660	1533	1118
non-targeting_00266	non-targeting	5005	1612	1302	4545	2919	619	414
Hsf2_+_57486575.23-P1P2	Hsf2	5367	1750	1354	4833	2544	734	537
non-targeting_00868	non-targeting	8708	2875	2349	8597	4834	1254	990
Ppil1_+_29263942.23-P1P2	Ppil1	13305	4184	3103	13426	8048	1818	1407
Tor1a_+_30967668.23-P1P2	Tor1a	12601	3589	2692	12161	6730	1675	1100
Cbl_-_44233941.23-P1P2	Cbl	17464	4389	3476	14663	8396	1956	1451
Agr2_-_35992937.23-P1P2	Agr2	12618	4047	3087	10898	6368	1736	1253
Lonrf3_-_36328443.23-P1P2	Lonrf3	10855	2844	2278	10025	5642	1328	1014
Cacybp_+_160212740.23-P1P2	Cacybp	5846	1447	1094	4648	2956	635	442
Ppic_-_53417928.23-P1P2	Ppic	15161	4386	3675	13235	7443	2018	1500
Srp72_+_76974715.23-P1P2	Srp72	8975	2186	1615	8614	4631	909	684
Emc2_+_43477264.23-P1P2	Emc2	7422	2526	2081	6757	3736	1095	767
non-targeting_00250	non-targeting	19892	5589	4364	16805	11246	2540	1947
Sgtb_-_104109804.23-P1P2	Sgtb	18958	5072	3820	17133	9862	2341	1713
Anapc5_+_122821231.23-P1P2	Anapc5	13881	4010	3115	12365	7493	1989	1344
Uxt_-_20961935.23-P1P2	Uxt	2162	733	601	1660	1062	234	220
Ppif_+_25694208.23-P1P2	Ppif	18243	5259	3913	17257	9729	2491	1715
Ttc7_+_87283173.23-P1P2	Ttc7	17474	4029	3218	14478	8668	1838	1379
Gpsm1_-_26315585.23-P1P2	Gpsm1	16875	4556	3319	15712	8087	2267	1631
Txndc11_+_11134573.23-P1P2	Txndc11	23234	7106	5702	20302	11155	3012	2188
Nudc_-_133545957.23-P1P2	Nudc	17090	5005	3837	10187	6430	1671	1169
Dnajb6_+_29736102.23-P1P2	Dnajb6	10023	3109	2487	8825	5161	1310	964
Dnaja4_-_54699551.23-P1P2	Dnaja4	15809	4758	3618	13880	8399	2062	1695
Vcp_+_43000477.23-P1P2	Vcp	18628	5248	4128	16171	8410	2273	1528
Ttc16_+_32775246.23-P1P2	Ttc16	9373	2604	2018	7948	5236	1076	801
Ttc26_+_38381762.23-P1P2	Ttc26	14977	5056	3794	12347	7694	2003	1392
Sec63_+_42761855.23-P1P2	Sec63	10367	3380	2571	8646	5836	1487	1097
Stub1_+_25832942.23-P1P2	Stub1	4278	1121	963	4173	2574	531	366
non-targeting_01110	non-targeting	3490	1143	834	2898	1660	496	326
Ttc21b_+_66256519.23-P1P2	Ttc21b	9200	2473	1943	8924	5058	1114	801
Hsph1_+_149636266.23-P1P2	Hsph1	5707	1778	1511	5102	2788	800	516
Pfdn4_-_170511466.23-P1P2	Pfdn4	8194	2625	2066	6604	4106	1293	947
Unc45b_-_82911308.23-P1P2	Unc45b	9105	3677	2862	8022	4012	1402	1102
Fkbp10_+_100415812.23-P1P2	Fkbp10	16359	4753	3674	14652	8045	2066	1466
Dnajc30_+_135064309.23-P1P2	Dnajc30	12456	3903	2954	11389	6755	2030	1347
Erp27_-_136922172.23-P1P2	Erp27	10854	3917	3037	9584	5381	1462	1113
Pdia5_+_35490858.23-P1P2	Pdia5	8824	2443	1954	7997	5023	1130	769
Ttc6_-_57564158.23-P1P2	Ttc6	10981	3286	2356	9469	5104	1381	1009
Lrp2bp_+_46010643.23-P1	Lrp2bp	17423	5230	3850	16074	8863	2337	1464
Ncf2_+_152808371.23-P1P2	Ncf2	13545	3855	3075	12825	7130	1939	1359
Hspa2_+_76404481.23-P1P2	Hspa2	16397	4569	3540	14171	7391	1791	1332
Psmg3_-_139826839.23-P1P2	Psmg3	10683	3109	2427	8121	4360	1143	816
Bag2_-_33757662.23-P1P2	Bag2	14364	3324	2576	12888	7542	1565	1146
Ttc9_-_81631263.23-P1P2	Ttc9	18698	5791	4211	17455	9989	2705	1887
non-targeting_01343	non-targeting	5671	1771	1373	4993	3066	722	493
Dnaja1_-_40722705.23-P1P2	Dnaja1	9611	2462	1870	8743	5267	1128	813
Hspb8_-_116422455.23-P1P2	Hspb8	19479	4963	3753	16993	9865	1976	1431
Gpsm1_-_26315795.23-P1P2	Gpsm1	7370	2266	1702	7123	4066	1046	791
Ttc39b_+_83324108.23-P1P2	Ttc39b	11529	3177	2463	10304	6444	1519	1115
non-targeting_00832	non-targeting	9106	3236	2527	8533	4998	1295	1055
Adrm1_+_180171684.23-P1P2	Adrm1	6822	1594	1320	5902	4243	813	602
Tmtc3_+_100487273.23-P1P2	Tmtc3	15508	5031	3955	13465	7880	2202	1498
Agr3_-_35925718.23-P1P2	Agr3	1943	478	412	2032	830	216	178
non-targeting_00821	non-targeting	16296	4735	3619	13557	7623	2043	1487
Pdcd11_-_47090771.23-P1P2	Pdcd11	9298	3140	2361	9467	5539	1204	860
Zc3h7b_+_81745109.23-P1P2	Zc3h7b	2164	727	540	2122	1090	302	223
Lonrf3_+_36328477.23-P1P2	Lonrf3	11901	3549	2878	11212	5814	1636	1392
Txndc16_-_45219301.23-P1P2	Txndc16	16952	5189	3877	14712	8576	2137	1526
non-targeting_00550	non-targeting	9860	2999	2508	9183	5060	1415	1027
non-targeting_00254	non-targeting	6593	2412	1745	5836	2785	906	595
P4hb_-_120572828.23-P1P2	P4hb	13271	4064	2964	12876	7299	1943	1296
Hspb2_+_50752309.23-P1P2	Hspb2	9230	2608	1897	8892	5767	1138	812
Ttc29_-_78213423.23-P1P2	Ttc29	6959	2362	1745	6455	3030	876	689
Ficd_-_113736015.23-P1P2	Ficd	11600	3033	2407	10300	6270	1376	1026
Ttc17_+_94404893.23-P2	Ttc17	1898	724	585	2549	1422	348	222
Ctr9_-_111029045.23-P1P2	Ctr9	10441	2859	2078	6036	4056	788	656
Tusc3_+_39005905.23-P1P2	Tusc3	13629	4080	3235	11843	6819	1781	1197
Pdia2_-_26196965.23-P2	Pdia2	4326	1383	1089	3906	1966	653	430
Klc3_+_19399842.23-P1	Klc3	9538	2604	1977	9220	5446	1241	969
Hsp90ab1_-_45573159.23-P1	Hsp90ab1	4461	1165	959	4127	2095	480	364
Tomm70a_+_57121722.23-P1P2	Tomm70a	13268	4698	3840	11995	6515	2135	1310
Ttc30b_+_75937971.23-P1P2	Ttc30b	17991	5361	4086	15204	10075	2231	1527
Ttc17_-_94406615.23-P1	Ttc17	632	221	171	533	260	95	64
Ttc14_-_33800219.23-P1P2	Ttc14	12786	3192	2503	11461	6984	1402	1054
Nasp_-_116627417.23-P1P2	Nasp	11785	2997	2232	9889	5418	1355	918
Hspa9_-_34954320.23-P1P2	Hspa9	14698	3666	2862	13177	7238	1669	1232
Cct8_+_87495784.23-P1P2	Cct8	21289	6284	4972	19723	11301	2829	2086
Tor1a_+_30967640.23-P1P2	Tor1a	10046	2373	1788	8640	4923	1116	728
Dnajc6_+_101508059.23-P1P2	Dnajc6	9828	3381	2602	8771	5567	1397	1009
Atf4_-_80255475.23-P1P2	Atf4	3277	858	717	3723	2019	405	299
non-targeting_00257	non-targeting	5225	1612	1207	5053	3493	737	557
Ncf2_+_152808368.23-P1P2	Ncf2	2829	845	682	2800	1711	477	282
Cryaa_+_31677971.23-P1P2	Cryaa	10524	3280	2641	8599	5043	1368	1038
non-targeting_00842	non-targeting	3459	1152	941	3502	2269	550	339
Ttc30a1_+_75981702.23-P1P2	Ttc30a1	2248	770	650	2009	1013	394	229
Hspb11_-_107254009.23-P1P2	Hspb11	11985	3069	2386	11045	6446	1517	1009
Bbs4_+_59353412.23-P1P2	Bbs4	13521	3965	3037	12560	6804	1655	1222
Hspb11_-_107253954.23-P1P2	Hspb11	5099	1542	1219	4862	2885	778	552
non-targeting_01075	non-targeting	7029	2221	1587	6495	3728	977	697
Fkbp3_-_65073712.23-P1P2	Fkbp3	15170	4098	3034	14302	7517	1874	1387
Hspa4l_+_40745589.23-P1P2	Hspa4l	9021	2719	2057	8271	4801	1081	836
Clgn_-_83389881.23-P1P2	Clgn	15819	4484	3343	15418	8609	2143	1441
Cnot10_-_114640026.23-P1P2	Cnot10	10343	3527	2692	9651	5457	1501	1055
Dnaja2_+_85554930.23-P1P2	Dnaja2	14920	3833	2841	12695	7102	1795	1285
Mlf2_+_124931403.23-P1P2	Mlf2	7635	2134	1652	6927	3825	1122	672
Ttc30a2_+_75978162.23-P1P2	Ttc30a2	4261	1612	1235	3950	2318	658	489
Fkbp5_-_28486094.23-P1	Fkbp5	14308	3825	3015	12687	6678	1889	1273
Edem3_+_151755467.23-P1P2	Edem3	10491	3078	2272	9119	5275	1337	994
Anapc5_+_122821251.23-P1P2	Anapc5	15497	4315	3105	16005	10153	2031	1534
Dnajb4_-_152210243.23-P2	Dnajb4	10394	2735	2024	9552	4826	1214	870
non-targeting_00033	non-targeting	10109	3162	2285	9180	5785	1509	1053
Dnajb4_+_152210252.23-P2	Dnajb4	12659	3852	3012	10978	6525	1740	1177
Mkks_+_136891117.23-P1P2	Mkks	11619	3621	2778	9293	5653	1577	931
non-targeting_01588	non-targeting	13233	4120	3015	11472	6707	1736	1281
Fkbpl_-_34645067.23-P1P2	Fkbpl	12123	3781	3014	11908	6644	1678	1121
Fkbp9_-_56832218.23-P1P2	Fkbp9	14862	3848	2921	13514	8163	1892	1150
Ttc9_+_81631303.23-P1P2	Ttc9	12394	3580	2562	10157	5788	1499	1174
non-targeting_00578	non-targeting	11451	3651	2923	10653	5790	1619	1135
Atad3a_-_155761041.23-P1P2	Atad3a	11093	2902	2276	9727	5484	1401	922
Itgb1bp2_+_101449147.23-P1P2	Itgb1bp2	6200	2093	1704	5339	2873	940	658
Ttc28_-_110879863.23-P1P2	Ttc28	15415	3951	2982	13840	7448	2016	1439
Dnajc12_-_63386677.23-P1P2	Dnajc12	18596	5542	4090	16025	8924	2126	1568
Dnajc4_-_6992550.23-P1P2	Dnajc4	6857	1876	1377	6025	3455	859	585
Ttc25_-_100545810.23-P1P2	Ttc25	19827	6072	4606	18616	10165	2400	1796
Dnajb6_-_29736171.23-P1P2	Dnajb6	14617	4847	3621	12019	6719	1908	1331
Bag1_-_40948237.23-P1P2	Bag1	7004	1972	1582	5533	3503	769	532
non-targeting_00854	non-targeting	14478	5026	3932	14123	8200	2248	1448
Edem1_-_108828747.23-P1P2	Edem1	11615	2895	2215	9900	5839	1270	968
Rpap3_-_97705776.23-P1P2	Rpap3	5963	1450	1135	2801	1559	396	328
Tor3a_-_156674310.23-P1P2	Tor3a	11630	3756	2866	10333	6511	1616	1117
Pfdn4_-_170511481.23-P1P2	Pfdn4	23187	7377	5742	18608	11059	2659	1922
Bcs1l_-_74588335.23-P1P2	Bcs1l	12453	4350	3279	11533	7065	1867	1471
non-targeting_00544	non-targeting	9068	2365	1697	7854	4961	1087	771
non-targeting_00002	non-targeting	7465	2045	1555	6944	3385	907	628
non-targeting_00862	non-targeting	12299	3970	2727	12812	6968	2040	1486
Anapc7_+_122422511.23-P1P2	Anapc7	9281	2495	1883	7608	4255	1191	799
Ifit3_-_34583729.23-P1P2	Ifit3	5514	1764	1458	6080	3939	803	597
non-targeting_00291	non-targeting	12961	3310	2524	13773	7305	1538	1170
Mzb1_+_35649335.23-P1P2	Mzb1	1138	393	322	1194	732	174	118
Dnajc24_-_106003240.23-P1P2	Dnajc24	7636	2124	1603	6878	3635	838	647
Ttc9c_-_8819193.23-P1P2	Ttc9c	6404	2125	1692	5676	3245	945	673
Hspa12b_-_131127491.23-P1P2	Hspa12b	8216	2602	2073	7193	3970	1123	848
non-targeting_00533	non-targeting	7656	2628	2128	7140	3672	1278	797
non-targeting_00827	non-targeting	8203	2230	1830	7784	4534	1102	737
Lonp1_+_56626846.23-P1P2	Lonp1	17254	4851	3792	14571	8911	2086	1411
Ttc18_-_20452195.23-P1P2	Ttc18	5324	1626	1246	5266	2914	688	562
Ppil1_+_29263864.23-P1P2	Ppil1	11576	3460	2786	10888	5827	1691	1177
Lonrf1_+_36249471.23-P1P2	Lonrf1	17079	4699	3779	14845	10248	2339	1480
Ttc24_+_88078279.23-P2	Ttc24	9790	3079	2341	8914	4541	1311	947
Dnajc19_-_34081056.23-P1P2	Dnajc19	6717	1940	1506	7126	3550	922	670
non-targeting_00253	non-targeting	14639	3450	2479	12850	7831	1785	1236
Clu_-_65969827.23-P2	Clu	10437	3558	2786	9003	5539	1434	1132
Ncf2_+_152808238.23-P1P2	Ncf2	12570	3987	2999	12308	7263	1795	1293
Vbp1_-_75514363.23-P1P2	Vbp1	24714	5964	4405	17024	9345	2225	1466
Ptges3_+_128059432.23-P1P2	Ptges3	8941	2571	1924	7397	3803	1159	809
Dnajc21_-_10470552.23-P1P2	Dnajc21	8105	2354	1659	6611	3901	941	600
Hspb6_+_30553358.23-P1P2	Hspb6	12686	4107	3249	11489	6028	1902	1361
Prdx4_+_155338387.23-P1P2	Prdx4	10082	3261	2497	8567	5555	1617	955
Tmtc4_-_122983039.23-P1P2	Tmtc4	7018	2325	1817	6247	2943	990	820
Qsox2_+_26237348.23-P1P2	Qsox2	9350	2884	2139	8350	4781	1303	936
Grpel1_-_36465187.23-P1P2	Grpel1	15193	3923	2956	12720	7445	1719	1140
Dnajc3_+_118937972.23-P1P2	Dnajc3	11628	3298	2457	10113	5580	1437	906
Dnaja2_-_85555304.23-P1P2	Dnaja2	18095	5395	4074	15473	8309	2255	1718
Dnajc9_+_20388824.23-P1P2	Dnajc9	11495	3537	2685	9839	5980	1586	1040
Ttc39a_+_109407188.23-P1P2	Ttc39a	10418	2590	1913	9135	4928	1164	929
P4ha3_-_100285743.23-P1P2	P4ha3	12580	3267	2476	11102	6230	1490	1080
non-targeting_01608	non-targeting	5458	1793	1353	4790	3088	789	576
Cdc37l1_+_28990555.23-P1P2	Cdc37l1	10899	3423	2566	11968	6594	1664	1201
Psmg2_-_67641628.23-P1P2	Psmg2	6250	1912	1575	5746	3477	873	691
Dnajb6_-_29736211.23-P1P2	Dnajb6	9610	2690	2066	8973	4824	1102	918
Hspa4_+_53300308.23-P1P2	Hspa4	5084	1429	1186	4470	2792	717	481
Cct6b_-_82764081.23-P1P2	Cct6b	5401	1950	1469	3943	2737	616	509
Dnajc3_+_118937960.23-P1P2	Dnajc3	7285	1952	1425	6504	4005	898	626
Fkbp15_-_62360429.23-P1P2	Fkbp15	9955	2970	2336	8153	4937	1144	878
Psmd2_-_20651965.23-P1P2	Psmd2	17430	5257	4103	13062	8019	2037	1327
Mlf2_-_124931422.23-P1P2	Mlf2	8512	2851	2057	7871	4441	1140	753
Hspd1_+_55088029.23-P1P2	Hspd1	5569	1911	1459	4913	3080	710	581
Pdia2_+_26198791.23-P1	Pdia2	11742	3466	2614	11048	6537	1584	1163
Hspa4l_-_40745630.23-P1P2	Hspa4l	13597	3870	2889	12774	6764	1836	1301
Zmynd12_+_119422853.23-P1P2	Zmynd12	13272	3892	2962	11500	7017	1697	1276
Grpel1_-_36465199.23-P1P2	Grpel1	9389	2752	2161	9085	5435	1307	954
non-targeting_00011	non-targeting	7507	2443	1914	6676	4052	1007	767
Ttc1_+_43747983.23-P1P2	Ttc1	12508	4391	3587	5950	3205	964	719
Hspa4l_-_40745741.23-P1P2	Hspa4l	9005	2896	2115	7244	3947	1086	915
Txn2_-_77928960.23-P1	Txn2	8656	2437	1840	7255	4663	1295	730
Hspa12a_-_58860915.23-P1P2	Hspa12a	11305	3780	2779	10806	5713	1531	1186
non-targeting_01577	non-targeting	7331	2161	1666	7522	4763	1047	849
Pfdn2_-_171345959.23-P1P2	Pfdn2	10963	3348	2652	8538	4908	1294	829
Phgdh_+_98339557.23-P1P2	Phgdh	15722	5102	3995	14610	8002	2222	1588
Dnajc30_-_135064441.23-P1P2	Dnajc30	8787	2723	2220	7849	4601	1213	835
Cryab_+_50753247.23-P1P2	Cryab	14243	5214	4133	12202	7487	1956	1443
Tmtc1_+_148444312.23-P1P2	Tmtc1	13279	4022	3061	10967	6533	1655	1327
non-targeting_01112	non-targeting	4439	1288	934	4499	2598	529	409
Psmd4_+_95042487.23-P1P2	Psmd4	15646	5579	4088	13293	6691	2046	1636
non-targeting_00295	non-targeting	4113	1252	1052	3732	2375	535	394
non-targeting_00556	non-targeting	6993	1886	1396	5731	2778	710	560
non-targeting_00270	non-targeting	8926	2894	2108	8508	4894	1314	878
Psmg2_+_67641898.23-P1P2	Psmg2	6413	2281	1894	6598	3415	1092	792
Klc2_+_5118247.23-P1P2	Klc2	8543	2475	1974	6380	3998	1064	762
non-targeting_00273	non-targeting	2427	736	630	2428	1244	369	218
Psmg4_+_34162995.23-P1P2	Psmg4	9730	3098	2432	8774	4906	1122	889
Aip_-_4121223.23-P1P2	Aip	15241	5254	3981	13054	7575	2159	1442
Fkbp6_+_135349779.23-P1P2	Fkbp6	10032	2670	2047	8038	4892	1272	811
Dnaja4_-_54699640.23-P1P2	Dnaja4	16291	4565	3395	15670	8486	2087	1611
Clpb_+_101663961.23-P1P2	Clpb	9059	2946	2290	8587	5429	1370	953
Pdia5_-_35490792.23-P1P2	Pdia5	9465	3168	2418	7773	4251	1189	940
Ficd_-_113735855.23-P1P2	Ficd	13432	3857	2745	11277	7153	1855	1333
Fkbp6_+_135349928.23-P1P2	Fkbp6	6733	2018	1553	5818	4058	1013	648
Ppil6_+_41490540.23-P1P2	Ppil6	14229	3995	3067	14091	7344	1784	1490
non-targeting_01353	non-targeting	13266	3565	2695	12837	7867	1598	1079
Dnajc18_-_35703111.23-P1P2	Dnajc18	10834	3407	2688	9949	6042	1610	1126
non-targeting_00039	non-targeting	5476	1837	1456	4969	2584	931	640
Dnajb12_+_59879651.23-P1P2	Dnajb12	9224	2756	2103	8093	4387	1323	806
Grpel1_+_36465222.23-P1P2	Grpel1	15763	4979	3739	13635	7622	2071	1453
Psmc1_-_100110387.23-P1P2	Psmc1	6601	2130	1516	2869	1655	418	361
Lonrf3_-_36328446.23-P1P2	Lonrf3	17563	4275	3350	16216	9840	1838	1484
Ppie_+_123139794.23-P1P2	Ppie	13800	4851	3770	12113	6291	2027	1533
