cohort	replicate	subset	num_overlapping	frac_overlapping
size_5_37	37	5	64	0.6153846153846154
size_5_38	38	5	52	0.5
size_5_39	39	5	48	0.46153846153846156
size_5_40	40	5	65	0.625
size_5_41	41	5	65	0.625
size_5_42	42	5	60	0.576923076923077
size_5_43	43	5	69	0.6634615384615385
size_5_44	44	5	50	0.4807692307692308
size_5_45	45	5	78	0.75
size_5_46	46	5	58	0.5576923076923077
size_5_47	47	5	67	0.6442307692307693
size_5_48	48	5	72	0.6923076923076923
size_5_49	49	5	72	0.6923076923076923
size_6_0	0	6	75	0.7211538461538461
size_6_1	1	6	60	0.576923076923077
size_6_2	2	6	68	0.6538461538461539
size_6_3	3	6	70	0.6730769230769231
size_6_4	4	6	81	0.7788461538461539
size_6_5	5	6	59	0.5673076923076923
size_6_6	6	6	72	0.6923076923076923
size_6_7	7	6	69	0.6634615384615385
size_6_8	8	6	70	0.6730769230769231
size_6_9	9	6	58	0.5576923076923077
size_6_10	10	6	81	0.7788461538461539
size_6_11	11	6	69	0.6634615384615385
size_6_12	12	6	71	0.6826923076923077
size_6_13	13	6	64	0.6153846153846154
size_6_14	14	6	77	0.7403846153846154
size_6_15	15	6	78	0.75
size_6_16	16	6	73	0.701923076923077
size_6_17	17	6	69	0.6634615384615385
size_6_18	18	6	63	0.6057692307692308
size_6_19	19	6	71	0.6826923076923077
size_6_20	20	6	80	0.7692307692307693
size_6_21	21	6	62	0.5961538461538461
size_6_22	22	6	58	0.5576923076923077
size_6_23	23	6	84	0.8076923076923077
size_6_24	24	6	64	0.6153846153846154
size_6_25	25	6	57	0.5480769230769231
size_6_26	26	6	69	0.6634615384615385
size_6_27	27	6	75	0.7211538461538461
size_6_28	28	6	78	0.75
size_6_29	29	6	86	0.826923076923077
size_6_30	30	6	74	0.7115384615384616
size_6_31	31	6	68	0.6538461538461539
size_6_32	32	6	75	0.7211538461538461
size_6_33	33	6	63	0.6057692307692308
size_6_34	34	6	75	0.7211538461538461
size_6_35	35	6	82	0.7884615384615385
size_6_36	36	6	78	0.75
size_6_37	37	6	70	0.6730769230769231
size_6_38	38	6	79	0.7596153846153847
size_6_39	39	6	63	0.6057692307692308
size_6_40	40	6	80	0.7692307692307693
size_6_41	41	6	79	0.7596153846153847
size_6_42	42	6	69	0.6634615384615385
size_6_43	43	6	63	0.6057692307692308
size_6_44	44	6	74	0.7115384615384616
size_6_45	45	6	73	0.701923076923077
size_6_46	46	6	75	0.7211538461538461
size_6_47	47	6	78	0.75
size_6_48	48	6	59	0.5673076923076923
size_6_49	49	6	66	0.6346153846153847
size_7_0	0	7	82	0.7884615384615385
size_7_1	1	7	77	0.7403846153846154
size_7_2	2	7	80	0.7692307692307693
size_7_3	3	7	80	0.7692307692307693
size_7_4	4	7	61	0.5865384615384616
size_7_5	5	7	74	0.7115384615384616
size_7_6	6	7	85	0.8173076923076924
size_7_7	7	7	66	0.6346153846153847
size_7_8	8	7	54	0.5192307692307693
size_7_9	9	7	70	0.6730769230769231
size_7_10	10	7	78	0.75
size_7_11	11	7	70	0.6730769230769231
size_7_12	12	7	75	0.7211538461538461
size_7_13	13	7	61	0.5865384615384616
size_7_14	14	7	65	0.625
size_7_15	15	7	78	0.75
size_7_16	16	7	79	0.7596153846153847
size_7_17	17	7	80	0.7692307692307693
size_7_18	18	7	69	0.6634615384615385
size_7_19	19	7	83	0.7980769230769231
size_7_20	20	7	66	0.6346153846153847
size_7_21	21	7	69	0.6634615384615385
size_7_22	22	7	78	0.75
size_7_23	23	7	79	0.7596153846153847
size_7_24	24	7	76	0.7307692307692308
size_7_25	25	7	70	0.6730769230769231
size_7_26	26	7	70	0.6730769230769231
size_7_27	27	7	88	0.8461538461538463
size_7_28	28	7	72	0.6923076923076923
size_7_29	29	7	83	0.7980769230769231
size_7_30	30	7	59	0.5673076923076923
size_7_31	31	7	66	0.6346153846153847
size_7_32	32	7	69	0.6634615384615385
size_7_33	33	7	86	0.826923076923077
size_7_34	34	7	84	0.8076923076923077
size_7_35	35	7	75	0.7211538461538461
size_7_36	36	7	68	0.6538461538461539
size_7_37	37	7	75	0.7211538461538461
size_7_38	38	7	74	0.7115384615384616
size_7_39	39	7	67	0.6442307692307693
size_7_40	40	7	67	0.6442307692307693
size_7_41	41	7	65	0.625
size_7_42	42	7	73	0.701923076923077
size_7_43	43	7	83	0.7980769230769231
size_7_44	44	7	75	0.7211538461538461
size_7_45	45	7	85	0.8173076923076924
size_7_46	46	7	88	0.8461538461538463
size_7_47	47	7	83	0.7980769230769231
size_7_48	48	7	82	0.7884615384615385
size_7_49	49	7	89	0.8557692307692308
size_8_0	0	8	87	0.8365384615384616
size_8_1	1	8	68	0.6538461538461539
size_8_2	2	8	70	0.6730769230769231
size_8_3	3	8	71	0.6826923076923077
size_8_4	4	8	77	0.7403846153846154
size_8_5	5	8	87	0.8365384615384616
size_8_6	6	8	78	0.75
size_8_7	7	8	81	0.7788461538461539
size_8_8	8	8	67	0.6442307692307693
size_8_9	9	8	76	0.7307692307692308
size_8_10	10	8	66	0.6346153846153847
size_8_11	11	8	81	0.7788461538461539
size_8_12	12	8	71	0.6826923076923077
size_8_13	13	8	53	0.5096153846153847
size_8_14	14	8	75	0.7211538461538461
size_8_15	15	8	81	0.7788461538461539
size_8_16	16	8	71	0.6826923076923077
size_8_17	17	8	75	0.7211538461538461
size_8_18	18	8	81	0.7788461538461539
size_8_19	19	8	84	0.8076923076923077
size_8_20	20	8	77	0.7403846153846154
size_8_21	21	8	86	0.826923076923077
size_8_22	22	8	76	0.7307692307692308
size_8_23	23	8	80	0.7692307692307693
size_8_24	24	8	73	0.701923076923077
size_8_25	25	8	67	0.6442307692307693
size_8_26	26	8	82	0.7884615384615385
size_8_27	27	8	90	0.8653846153846154
size_8_28	28	8	69	0.6634615384615385
size_8_29	29	8	83	0.7980769230769231
size_8_30	30	8	79	0.7596153846153847
size_8_31	31	8	87	0.8365384615384616
size_8_32	32	8	84	0.8076923076923077
size_8_33	33	8	83	0.7980769230769231
size_8_34	34	8	77	0.7403846153846154
size_8_35	35	8	85	0.8173076923076924
size_8_36	36	8	70	0.6730769230769231
size_8_37	37	8	60	0.576923076923077
size_8_38	38	8	71	0.6826923076923077
size_8_39	39	8	77	0.7403846153846154
size_8_40	40	8	88	0.8461538461538463
size_8_41	41	8	73	0.701923076923077
size_8_42	42	8	78	0.75
size_8_43	43	8	83	0.7980769230769231
size_8_44	44	8	83	0.7980769230769231
size_8_45	45	8	73	0.701923076923077
size_8_46	46	8	59	0.5673076923076923
size_8_47	47	8	82	0.7884615384615385
size_8_48	48	8	78	0.75
size_8_49	49	8	76	0.7307692307692308
size_9_0	0	9	53	0.5096153846153847
size_9_1	1	9	75	0.7211538461538461
size_9_2	2	9	70	0.6730769230769231
size_9_3	3	9	69	0.6634615384615385
size_9_4	4	9	75	0.7211538461538461
size_9_5	5	9	74	0.7115384615384616
size_9_6	6	9	76	0.7307692307692308
size_9_7	7	9	74	0.7115384615384616
size_9_8	8	9	73	0.701923076923077
size_9_9	9	9	94	0.9038461538461539
size_9_10	10	9	67	0.6442307692307693
size_9_11	11	9	78	0.75
size_9_12	12	9	71	0.6826923076923077
size_9_13	13	9	79	0.7596153846153847
size_9_14	14	9	79	0.7596153846153847
size_9_15	15	9	78	0.75
size_9_16	16	9	80	0.7692307692307693
size_9_17	17	9	77	0.7403846153846154
size_9_18	18	9	72	0.6923076923076923
size_9_19	19	9	73	0.701923076923077
size_9_20	20	9	65	0.625
size_9_21	21	9	93	0.8942307692307693
size_9_22	22	9	86	0.826923076923077
size_9_23	23	9	84	0.8076923076923077
size_9_24	24	9	76	0.7307692307692308
size_9_25	25	9	69	0.6634615384615385
size_9_26	26	9	81	0.7788461538461539
size_9_27	27	9	77	0.7403846153846154
size_9_28	28	9	71	0.6826923076923077
size_9_29	29	9	88	0.8461538461538463
size_9_30	30	9	76	0.7307692307692308
size_9_31	31	9	75	0.7211538461538461
size_9_32	32	9	70	0.6730769230769231
size_9_33	33	9	91	0.875
size_9_34	34	9	81	0.7788461538461539
size_9_35	35	9	68	0.6538461538461539
size_9_36	36	9	83	0.7980769230769231
size_9_37	37	9	78	0.75
size_9_38	38	9	77	0.7403846153846154
size_9_39	39	9	71	0.6826923076923077
size_9_40	40	9	73	0.701923076923077
size_9_41	41	9	84	0.8076923076923077
size_9_42	42	9	69	0.6634615384615385
size_9_43	43	9	79	0.7596153846153847
size_9_44	44	9	75	0.7211538461538461
size_9_45	45	9	64	0.6153846153846154
size_9_46	46	9	71	0.6826923076923077
size_9_47	47	9	85	0.8173076923076924
size_9_48	48	9	75	0.7211538461538461
size_9_49	49	9	92	0.8846153846153847
size_10_0	0	10	71	0.6826923076923077
size_10_1	1	10	86	0.826923076923077
size_10_2	2	10	88	0.8461538461538463
size_10_3	3	10	85	0.8173076923076924
size_10_4	4	10	72	0.6923076923076923
size_10_5	5	10	79	0.7596153846153847
size_10_6	6	10	84	0.8076923076923077
size_10_7	7	10	70	0.6730769230769231
size_10_8	8	10	81	0.7788461538461539
size_10_9	9	10	76	0.7307692307692308
size_10_10	10	10	85	0.8173076923076924
size_10_11	11	10	88	0.8461538461538463
size_10_12	12	10	84	0.8076923076923077
size_10_13	13	10	74	0.7115384615384616
size_10_14	14	10	80	0.7692307692307693
size_10_15	15	10	85	0.8173076923076924
size_10_16	16	10	75	0.7211538461538461
size_10_17	17	10	78	0.75
size_10_18	18	10	83	0.7980769230769231
size_10_19	19	10	82	0.7884615384615385
size_10_20	20	10	85	0.8173076923076924
size_10_21	21	10	81	0.7788461538461539
size_10_22	22	10	78	0.75
size_10_23	23	10	77	0.7403846153846154
size_10_24	24	10	71	0.6826923076923077
size_10_25	25	10	79	0.7596153846153847
size_10_26	26	10	78	0.75
size_10_27	27	10	78	0.75
size_10_28	28	10	76	0.7307692307692308
size_10_29	29	10	73	0.701923076923077
size_10_30	30	10	73	0.701923076923077
size_10_31	31	10	81	0.7788461538461539
size_10_32	32	10	85	0.8173076923076924
size_10_33	33	10	80	0.7692307692307693
size_10_34	34	10	85	0.8173076923076924
size_10_35	35	10	80	0.7692307692307693
size_10_36	36	10	78	0.75
size_10_37	37	10	90	0.8653846153846154
size_10_38	38	10	84	0.8076923076923077
size_10_39	39	10	84	0.8076923076923077
size_10_40	40	10	77	0.7403846153846154
size_10_41	41	10	86	0.826923076923077
size_10_42	42	10	77	0.7403846153846154
size_10_43	43	10	77	0.7403846153846154
size_10_44	44	10	82	0.7884615384615385
size_10_45	45	10	86	0.826923076923077
size_10_46	46	10	92	0.8846153846153847
size_10_47	47	10	86	0.826923076923077
size_10_48	48	10	77	0.7403846153846154
size_10_49	49	10	69	0.6634615384615385
size_11_0	0	11	77	0.7403846153846154
size_11_1	1	11	83	0.7980769230769231
size_11_2	2	11	75	0.7211538461538461
size_11_3	3	11	84	0.8076923076923077
size_11_4	4	11	73	0.701923076923077
size_11_5	5	11	80	0.7692307692307693
size_11_6	6	11	83	0.7980769230769231
size_11_7	7	11	90	0.8653846153846154
size_11_8	8	11	81	0.7788461538461539
size_11_9	9	11	65	0.625
size_11_10	10	11	83	0.7980769230769231
size_11_11	11	11	89	0.8557692307692308
size_11_12	12	11	80	0.7692307692307693
size_11_13	13	11	81	0.7788461538461539
size_11_14	14	11	73	0.701923076923077
size_11_15	15	11	71	0.6826923076923077
size_11_16	16	11	80	0.7692307692307693
size_11_17	17	11	89	0.8557692307692308
size_11_18	18	11	87	0.8365384615384616
size_11_19	19	11	81	0.7788461538461539
size_11_20	20	11	84	0.8076923076923077
size_11_21	21	11	85	0.8173076923076924
size_11_22	22	11	85	0.8173076923076924
size_11_23	23	11	90	0.8653846153846154
size_11_24	24	11	72	0.6923076923076923
size_11_25	25	11	88	0.8461538461538463
size_11_26	26	11	75	0.7211538461538461
size_11_27	27	11	89	0.8557692307692308
size_11_28	28	11	89	0.8557692307692308
size_11_29	29	11	84	0.8076923076923077
size_11_30	30	11	81	0.7788461538461539
size_11_31	31	11	81	0.7788461538461539
size_11_32	32	11	80	0.7692307692307693
size_11_33	33	11	74	0.7115384615384616
size_11_34	34	11	76	0.7307692307692308
size_11_35	35	11	84	0.8076923076923077
size_11_36	36	11	84	0.8076923076923077
size_11_37	37	11	88	0.8461538461538463
size_11_38	38	11	90	0.8653846153846154
size_11_39	39	11	92	0.8846153846153847
size_11_40	40	11	79	0.7596153846153847
size_11_41	41	11	71	0.6826923076923077
size_11_42	42	11	81	0.7788461538461539
size_11_43	43	11	73	0.701923076923077
size_11_44	44	11	86	0.826923076923077
size_11_45	45	11	82	0.7884615384615385
size_11_46	46	11	77	0.7403846153846154
size_11_47	47	11	77	0.7403846153846154
size_11_48	48	11	86	0.826923076923077
size_11_49	49	11	78	0.75
size_12_0	0	12	71	0.6826923076923077
size_12_1	1	12	87	0.8365384615384616
size_12_2	2	12	87	0.8365384615384616
size_12_3	3	12	81	0.7788461538461539
size_12_4	4	12	88	0.8461538461538463
size_12_5	5	12	80	0.7692307692307693
size_12_6	6	12	96	0.9230769230769231
size_12_7	7	12	96	0.9230769230769231
size_12_8	8	12	87	0.8365384615384616
size_12_9	9	12	93	0.8942307692307693
size_12_10	10	12	79	0.7596153846153847
size_12_11	11	12	87	0.8365384615384616
size_12_12	12	12	81	0.7788461538461539
size_12_13	13	12	89	0.8557692307692308
size_12_14	14	12	74	0.7115384615384616
size_12_15	15	12	76	0.7307692307692308
size_12_16	16	12	74	0.7115384615384616
size_12_17	17	12	78	0.75
size_12_18	18	12	90	0.8653846153846154
size_12_19	19	12	88	0.8461538461538463
size_12_20	20	12	79	0.7596153846153847
size_12_21	21	12	64	0.6153846153846154
size_12_22	22	12	82	0.7884615384615385
size_12_23	23	12	98	0.9423076923076924
size_12_24	24	12	73	0.701923076923077
size_12_25	25	12	89	0.8557692307692308
size_12_26	26	12	89	0.8557692307692308
size_12_27	27	12	72	0.6923076923076923
size_12_28	28	12	89	0.8557692307692308
size_12_29	29	12	91	0.875
size_12_30	30	12	75	0.7211538461538461
size_12_31	31	12	94	0.9038461538461539
size_12_32	32	12	88	0.8461538461538463
size_12_33	33	12	78	0.75
size_12_34	34	12	75	0.7211538461538461
size_12_35	35	12	77	0.7403846153846154
size_12_36	36	12	99	0.951923076923077
size_12_37	37	12	78	0.75
size_12_38	38	12	77	0.7403846153846154
size_12_39	39	12	88	0.8461538461538463
size_12_40	40	12	88	0.8461538461538463
size_12_41	41	12	71	0.6826923076923077
size_12_42	42	12	85	0.8173076923076924
size_12_43	43	12	83	0.7980769230769231
size_12_44	44	12	83	0.7980769230769231
size_12_45	45	12	77	0.7403846153846154
size_12_46	46	12	94	0.9038461538461539
size_12_47	47	12	87	0.8365384615384616
size_12_48	48	12	71	0.6826923076923077
size_12_49	49	12	87	0.8365384615384616
size_13_0	0	13	79	0.7596153846153847
size_13_1	1	13	91	0.875
size_13_2	2	13	94	0.9038461538461539
size_13_3	3	13	77	0.7403846153846154
size_13_4	4	13	88	0.8461538461538463
size_13_5	5	13	94	0.9038461538461539
size_13_6	6	13	81	0.7788461538461539
size_13_7	7	13	90	0.8653846153846154
size_13_8	8	13	87	0.8365384615384616
size_13_9	9	13	78	0.75
size_13_10	10	13	94	0.9038461538461539
size_13_11	11	13	86	0.826923076923077
size_13_12	12	13	79	0.7596153846153847
size_13_13	13	13	94	0.9038461538461539
size_13_14	14	13	84	0.8076923076923077
size_13_15	15	13	80	0.7692307692307693
size_13_16	16	13	68	0.6538461538461539
size_13_17	17	13	88	0.8461538461538463
size_13_18	18	13	87	0.8365384615384616
size_13_19	19	13	86	0.826923076923077
size_13_20	20	13	84	0.8076923076923077
size_13_21	21	13	84	0.8076923076923077
size_13_22	22	13	96	0.9230769230769231
size_13_23	23	13	89	0.8557692307692308
size_13_24	24	13	87	0.8365384615384616
size_13_25	25	13	88	0.8461538461538463
size_13_26	26	13	82	0.7884615384615385
size_13_27	27	13	85	0.8173076923076924
size_13_28	28	13	78	0.75
size_13_29	29	13	96	0.9230769230769231
size_13_30	30	13	81	0.7788461538461539
size_13_31	31	13	83	0.7980769230769231
size_13_32	32	13	88	0.8461538461538463
size_13_33	33	13	81	0.7788461538461539
size_13_34	34	13	85	0.8173076923076924
size_13_35	35	13	80	0.7692307692307693
size_13_36	36	13	81	0.7788461538461539
size_13_37	37	13	91	0.875
size_13_38	38	13	79	0.7596153846153847
size_13_39	39	13	88	0.8461538461538463
size_13_40	40	13	94	0.9038461538461539
size_13_41	41	13	90	0.8653846153846154
size_13_42	42	13	84	0.8076923076923077
size_13_43	43	13	88	0.8461538461538463
size_13_44	44	13	80	0.7692307692307693
size_13_45	45	13	90	0.8653846153846154
size_13_46	46	13	85	0.8173076923076924
size_13_47	47	13	85	0.8173076923076924
size_13_48	48	13	80	0.7692307692307693
size_13_49	49	13	81	0.7788461538461539
size_14_0	0	14	88	0.8461538461538463
size_14_1	1	14	84	0.8076923076923077
size_14_2	2	14	93	0.8942307692307693
size_14_3	3	14	90	0.8653846153846154
size_14_4	4	14	83	0.7980769230769231
size_14_5	5	14	83	0.7980769230769231
size_14_6	6	14	85	0.8173076923076924
size_14_7	7	14	93	0.8942307692307693
size_14_8	8	14	71	0.6826923076923077
size_14_9	9	14	90	0.8653846153846154
size_14_10	10	14	92	0.8846153846153847
size_14_11	11	14	96	0.9230769230769231
size_14_12	12	14	95	0.9134615384615385
size_14_13	13	14	83	0.7980769230769231
size_14_14	14	14	97	0.9326923076923077
size_14_15	15	14	98	0.9423076923076924
size_14_16	16	14	96	0.9230769230769231
size_14_17	17	14	97	0.9326923076923077
size_14_18	18	14	82	0.7884615384615385
size_14_19	19	14	87	0.8365384615384616
size_14_20	20	14	80	0.7692307692307693
size_14_21	21	14	95	0.9134615384615385
size_14_22	22	14	90	0.8653846153846154
size_14_23	23	14	83	0.7980769230769231
