cohort	replicate	subset	num_overlapping	frac_overlapping
size_18_29	29	18	20	1.0
size_18_30	30	18	20	1.0
size_18_31	31	18	20	1.0
size_18_32	32	18	20	1.0
size_18_33	33	18	19	0.9500000000000001
size_18_34	34	18	20	1.0
size_18_35	35	18	19	0.9500000000000001
size_18_36	36	18	20	1.0
size_18_37	37	18	20	1.0
size_18_38	38	18	20	1.0
size_18_39	39	18	19	0.9500000000000001
size_18_40	40	18	19	0.9500000000000001
size_18_41	41	18	20	1.0
size_18_42	42	18	20	1.0
size_18_43	43	18	19	0.9500000000000001
size_18_44	44	18	20	1.0
size_18_45	45	18	19	0.9500000000000001
size_18_46	46	18	19	0.9500000000000001
size_18_47	47	18	19	0.9500000000000001
size_18_48	48	18	20	1.0
size_18_49	49	18	20	1.0
size_19_0	0	19	19	0.9500000000000001
size_19_1	1	19	20	1.0
size_19_2	2	19	20	1.0
size_19_3	3	19	20	1.0
size_19_4	4	19	20	1.0
size_19_5	5	19	19	0.9500000000000001
size_19_6	6	19	20	1.0
size_19_7	7	19	19	0.9500000000000001
size_19_8	8	19	20	1.0
size_19_9	9	19	20	1.0
size_19_10	10	19	20	1.0
size_19_11	11	19	20	1.0
size_19_12	12	19	20	1.0
size_19_13	13	19	20	1.0
size_19_14	14	19	20	1.0
size_19_15	15	19	20	1.0
size_19_16	16	19	19	0.9500000000000001
size_19_17	17	19	20	1.0
size_19_18	18	19	20	1.0
size_19_19	19	19	20	1.0
size_19_20	20	19	19	0.9500000000000001
size_19_21	21	19	20	1.0
size_19_22	22	19	20	1.0
size_19_23	23	19	20	1.0
size_19_24	24	19	20	1.0
size_19_25	25	19	19	0.9500000000000001
size_19_26	26	19	20	1.0
size_19_27	27	19	20	1.0
size_19_28	28	19	19	0.9500000000000001
size_19_29	29	19	19	0.9500000000000001
size_19_30	30	19	20	1.0
size_19_31	31	19	20	1.0
size_19_32	32	19	20	1.0
size_19_33	33	19	20	1.0
size_19_34	34	19	20	1.0
size_19_35	35	19	19	0.9500000000000001
size_19_36	36	19	20	1.0
size_19_37	37	19	20	1.0
size_19_38	38	19	20	1.0
size_19_39	39	19	20	1.0
size_19_40	40	19	20	1.0
size_19_41	41	19	19	0.9500000000000001
size_19_42	42	19	19	0.9500000000000001
size_19_43	43	19	20	1.0
size_19_44	44	19	19	0.9500000000000001
size_19_45	45	19	20	1.0
size_19_46	46	19	20	1.0
size_19_47	47	19	19	0.9500000000000001
size_19_48	48	19	20	1.0
size_19_49	49	19	19	0.9500000000000001
