gene	num_tests	frac_tests	subset
Copb2	50	1.0	16
Nus1	50	1.0	16
Atp6v0b	50	1.0	16
Crcp	50	1.0	16
Atp6v1h	50	1.0	16
Scfd1	50	1.0	16
Ubap1	50	1.0	16
Cct7	50	1.0	16
Uri1	50	1.0	16
Prpf3	50	1.0	16
Igfbp4_P2	50	1.0	16
Stx18	50	1.0	16
Psmc6	50	1.0	16
Cse1l	50	1.0	16
Chmp4b	50	1.0	16
Copa	50	1.0	16
Psmc4	50	1.0	16
Snrnp200	50	1.0	16
Ubl5	50	1.0	16
Arfrp1	50	1.0	16
Sbno1	50	1.0	16
Adam20	50	1.0	16
Jtb	50	1.0	16
Copz1	50	1.0	16
Usp39_P1	50	1.0	16
Ncstn	50	1.0	16
Wdr25	50	1.0	16
Cct5	50	1.0	16
Sf3a1	50	1.0	16
Chmp6_P1	50	1.0	16
Eif2b5	50	1.0	16
Pla2g2c	50	1.0	16
Cherp	50	1.0	16
Eif2b4	50	1.0	16
Rnasek	50	1.0	16
Usp8	50	1.0	16
Use1	50	1.0	16
Fbxl12	50	1.0	16
Copb1	50	1.0	16
Psmd6	50	1.0	16
Ufd1l	50	1.0	16
Pdrg1	50	1.0	16
Snx20	50	1.0	16
C2	50	1.0	16
Vps25_P1	50	1.0	16
Rps25	50	1.0	16
Atp6v0e2	50	1.0	16
Dhdds	50	1.0	16
Ttc1	50	1.0	16
Atp6v1f	50	1.0	16
Fbxl16	50	1.0	16
Atp6v0e	50	1.0	16
Snx17	50	1.0	16
Chmp5	50	1.0	16
Cct4	50	1.0	16
Msto1	50	1.0	16
H13_P1	7	0.14	17
Abhd14b	13	0.26	17
Abhd2	15	0.3	17
Osbpl7	20	0.4	17
Tmed10	22	0.44	17
Fmnl2	24	0.48	17
Ykt6	25	0.5	17
Gnptab	25	0.5	17
Kdelc2	26	0.52	17
Senp2	26	0.52	17
Tmem178	27	0.54	17
Chga	28	0.56	17
Acad11	29	0.58	17
Lonp1	29	0.58	17
Stam2	30	0.6	17
Arl8b	32	0.64	17
Prpf8	34	0.68	17
Nfx1	35	0.7000000000000001	17
Zdhhc17	36	0.72	17
Becn1	36	0.72	17
Mbtps1	40	0.8	17
Klhl32	40	0.8	17
Fap	43	0.86	17
Rbbp6	44	0.88	17
Hist1h2bk	44	0.88	17
Dmxl2	44	0.88	17
Cblb	46	0.92	17
Gtf2e1	46	0.92	17
Foxred1	46	0.92	17
Cct6b	46	0.92	17
Fbxw18	47	0.9400000000000001	17
Ggn	49	0.98	17
Stx18	50	1.0	17
Ubap1	50	1.0	17
Psmd6	50	1.0	17
Rps25	50	1.0	17
Htt	50	1.0	17
Adam20	50	1.0	17
Atp6v1h	50	1.0	17
Cfdp1	50	1.0	17
Gmppb	50	1.0	17
Atp6v1f	50	1.0	17
Fbxl12	50	1.0	17
Psmc4	50	1.0	17
Sbno1	50	1.0	17
Prpf31	50	1.0	17
Nus1	50	1.0	17
Pdrg1	50	1.0	17
Ubl5	50	1.0	17
Msto1	50	1.0	17
Chmp4b	50	1.0	17
Chmp6_P1	50	1.0	17
Dhdds	50	1.0	17
C2	50	1.0	17
Arl2	50	1.0	17
Cct4	50	1.0	17
Cherp	50	1.0	17
Nlrp14	50	1.0	17
Wdr25	50	1.0	17
Vps36	50	1.0	17
Scfd1	50	1.0	17
Copg1	50	1.0	17
Ncstn	50	1.0	17
Fbxl16	50	1.0	17
Copb2	50	1.0	17
Atp6v0b	50	1.0	17
Ufd1l	50	1.0	17
Cse1l	50	1.0	17
Jtb	50	1.0	17
Cct7	50	1.0	17
Snrnp200	50	1.0	17
Eif2b5	50	1.0	17
Copa	50	1.0	17
Fam19a1	50	1.0	17
Usp39_P1	50	1.0	17
Use1	50	1.0	17
Chmp5	50	1.0	17
Ttc1	50	1.0	17
Asb17	50	1.0	17
Uri1	50	1.0	17
Chmp2a	50	1.0	17
Psmc6	50	1.0	17
Rnasek	50	1.0	17
Stx5a	50	1.0	17
Dhx8	50	1.0	17
Snx20	50	1.0	17
H2afz	50	1.0	17
Eif2b4	50	1.0	17
H2-Ke2	50	1.0	17
Snx17	50	1.0	17
Cct5	50	1.0	17
Usp8	50	1.0	17
Atp6v0e2	50	1.0	17
Vps25_P1	50	1.0	17
Pla2g2c	50	1.0	17
Crcp	50	1.0	17
Copb1	50	1.0	17
Sf3a1	50	1.0	17
Copz1	50	1.0	17
Prpf3	50	1.0	17
Igfbp4_P2	50	1.0	17
Atp6v0e	50	1.0	17
Pfdn2	50	1.0	17
Arfrp1	50	1.0	17
Abhd14b	8	0.16	18
Fmnl2	9	0.18	18
Osbpl7	22	0.44	18
Abhd2	23	0.46	18
H13_P1	23	0.46	18
Kdelc2	25	0.5	18
Tmed10	26	0.52	18
Tmem178	36	0.72	18
Ykt6	38	0.76	18
Gnptab	40	0.8	18
Arl8b	41	0.8200000000000001	18
Acad11	41	0.8200000000000001	18
Senp2	43	0.86	18
Lonp1	43	0.86	18
Chga	45	0.9	18
Stam2	45	0.9	18
Zdhhc17	47	0.9400000000000001	18
Prpf8	47	0.9400000000000001	18
Becn1	48	0.96	18
Mbtps1	49	0.98	18
Gtf2e1	49	0.98	18
Nfx1	49	0.98	18
Klhl32	49	0.98	18
Dmxl2	49	0.98	18
Pdrg1	50	1.0	18
Fam19a1	50	1.0	18
Atp6v0e2	50	1.0	18
Stx5a	50	1.0	18
Vps25_P1	50	1.0	18
Ggn	50	1.0	18
Usp8	50	1.0	18
Cfdp1	50	1.0	18
Ubl5	50	1.0	18
Fbxw18	50	1.0	18
Cherp	50	1.0	18
Psmc4	50	1.0	18
Snx20	50	1.0	18
Chmp2a	50	1.0	18
Cct7	50	1.0	18
Psmc6	50	1.0	18
Rps25	50	1.0	18
Cse1l	50	1.0	18
Foxred1	50	1.0	18
Igfbp4_P2	50	1.0	18
Dhx8	50	1.0	18
H2afz	50	1.0	18
Pfdn2	50	1.0	18
Copa	50	1.0	18
Sf3a1	50	1.0	18
Ncstn	50	1.0	18
Msto1	50	1.0	18
Atp6v1h	50	1.0	18
Vps36	50	1.0	18
Stx18	50	1.0	18
Wdr25	50	1.0	18
Usp39_P1	50	1.0	18
Ubap1	50	1.0	18
Chmp4b	50	1.0	18
Prpf31	50	1.0	18
Copb2	50	1.0	18
Pla2g2c	50	1.0	18
Copb1	50	1.0	18
H2-Ke2	50	1.0	18
Jtb	50	1.0	18
Hist1h2bk	50	1.0	18
Ttc1	50	1.0	18
Fap	50	1.0	18
Scfd1	50	1.0	18
Sbno1	50	1.0	18
Htt	50	1.0	18
Cblb	50	1.0	18
Cct5	50	1.0	18
Copg1	50	1.0	18
Atp6v0b	50	1.0	18
Eif2b4	50	1.0	18
Arl2	50	1.0	18
Arfrp1	50	1.0	18
Cct6b	50	1.0	18
Cct4	50	1.0	18
Snx17	50	1.0	18
Chmp6_P1	50	1.0	18
Atp6v0e	50	1.0	18
Copz1	50	1.0	18
Atp6v1f	50	1.0	18
Asb17	50	1.0	18
Fbxl12	50	1.0	18
Prpf3	50	1.0	18
Ufd1l	50	1.0	18
Nlrp14	50	1.0	18
Nus1	50	1.0	18
Psmd6	50	1.0	18
Gmppb	50	1.0	18
Rnasek	50	1.0	18
Snrnp200	50	1.0	18
Rbbp6	50	1.0	18
Eif2b5	50	1.0	18
Crcp	50	1.0	18
Dhdds	50	1.0	18
Adam20	50	1.0	18
Use1	50	1.0	18
Fbxl16	50	1.0	18
C2	50	1.0	18
Chmp5	50	1.0	18
Uri1	50	1.0	18
